gene,1011_0001_CSS,1011_0002_Control,1011_0003_Control,1011_0004_CSS,1011_0005_Control,1011_0006_Control,1011_0007_CSS,1011_0008_CSS,1011_0009_Control,1011_0010_Control,1011_0011_CSS,1011_0012_CSS,1011_0013_CSS,1011_0014_CSS,1011_0015_CSS,1011_0016_CSS,1011_0017_CSS,1011_0018_CSS,1011_0019_Control,1011_0020_Control,1011_0021_CSS,1011_0022_CSS,1011_0023_CSS,1011_0024_CSS
ENSMUSG00000091811_Inafm1,53.720000000000006,57.220000000000006,48.1,47.98,61.28,47.64,29.04,46.47,43.49,51.82,67.46000000000001,41.7,34.25,42.86,58.77,73.95,62.449999999999996,52.59,61.87,55.17,40.05,65.24000000000001,42.57,78.57
ENSMUSG00000091845_Gm4604,5.51,11.79,4.26,10.2,13.3,11.34,10.139999999999999,10.94,11.219999999999999,9.81,6.25,5.04,2.88,14.219999999999999,10.94,6.7700000000000005,8.46,12.34,3.94,9.870000000000001,6.2,6.18,2.73,14.7
ENSMUSG00000091864_Gm17102,17.05,16.66,11.4,1.12,8.68,10.55,9.850000000000001,12.739999999999998,17.9,12.629999999999999,14.239999999999998,18.72,8.27,6.970000000000001,13.03,5.13,7.73,8.04,11.11,15.27,12.27,3.2600000000000002,2.38,3.63
ENSMUSG00000091890_A830073O21Rik,3.56,3.67,4.609999999999999,1.45,5.3,7.68,2.66,4.23,4.609999999999999,1.53,2.7,0.51,3.24,2.38,5.79,4.48,10.67,4.52,0.88,5.94,4.970000000000001,7.46,7.96,1.76
ENSMUSG00000091896_Ube2d2a,111.99000000000001,89.14,81.92,66.49000000000001,90.14999999999999,87.49000000000001,89.86999999999999,81.21000000000001,93.86999999999999,100.67999999999999,97.75,91.14999999999999,76.77,99.92,97.41000000000001,81.8,101.93,90.14999999999999,77.36999999999999,103.07,98.88,67.9,100.96000000000001,77.81
ENSMUSG00000091898_Tnnc1,15.39,19.16,13.39,15.129999999999999,15.32,12.62,21.279999999999998,21.89,15.65,14.75,7.79,9.59,16.82,14.29,17.12,13.8,1.1400000000000001,14.19,6.49,6.3,4.99,10.54,18.759999999999998,10.28
ENSMUSG00000091905_Gm6395,4.29,2.9299999999999997,3.92,3.9499999999999997,4.03,1.71,4.359999999999999,3.8499999999999996,4.98,4.96,1.31,1.51,3.54,4.37,6.07,3.05,3.4,6.09,4.25,4.92,3.3499999999999996,4.2700000000000005,5.83,2.1
ENSMUSG00000091931_AK010878,18.04,19.419999999999998,25.459999999999997,24.19,35.53,9.75,38.46,32.98,37.5,22.32,33.36,43.08,25.610000000000003,29.18,19.02,19.130000000000003,45.48,22.150000000000002,39.68,26.25,24.16,26.89,18.6,32.8
ENSMUSG00000091955_Gm9844,9.38,7.98,12.51,13.16,7.56,14,14.860000000000001,12.76,15.639999999999999,14.66,5.619999999999999,19.27,8.44,10.33,12.41,17.85,14.31,18.37,14.48,13.83,25.57,6.59,10.62,23.67
ENSMUSG00000091956_C2cd4b,6.41,6.17,10.09,4.6899999999999995,9.350000000000001,10.69,6.2,8.4,6.13,13.67,8.33,13.57,20.479999999999997,10.07,8,12.54,17.87,10.370000000000001,25.54,27.959999999999997,28.2,8,8.870000000000001,9.32
ENSMUSG00000091971_Hspa1a,6.109999999999999,13.88,8.4,6.13,10.89,8.59,10.04,8.88,12.05,9.04,15.08,9.739999999999998,24.19,11.27,14.31,7.1,18.01,8.870000000000001,12.91,7.31,8.3,19.27,21.37,3.06
ENSMUSG00000091985_Gm17354,0.23,0.53,0.05,0.97,0.35,1.43,0,0.54,0.32999999999999996,0.81,0.59,1.35,0.59,0.31,1.34,0.46,2.09,0.16,1.53,0.91,0.71,1.2,0.11,0.41000000000000003
ENSMUSG00000091989_Ndufab1-ps,0.72,2.7800000000000002,1.6400000000000001,3.11,1.25,3.01,6.37,4.18,1.73,1.57,3.11,4.03,3.67,6.159999999999999,3.66,3.73,3.86,5.42,7.81,1.7,0,4.09,3.84,3.62
ENSMUSG00000091993_B930036N10Rik,7.08,5.85,2.38,0.9500000000000001,3.03,6.48,5.18,5.619999999999999,3.03,3.4499999999999997,4.14,6.6899999999999995,4.49,4.319999999999999,2.4499999999999997,10.05,5.75,1.6,4.71,0.77,3.5,3.07,3.98,0
ENSMUSG00000091994_E130317F20Rik,1.6600000000000001,0.27,0.8200000000000001,1.08,0.61,0.7,0.7899999999999999,1.53,1,1.41,0.59,3.63,0.4,0.62,0.05,0.11,0.32999999999999996,1.8,1.42,1.47,0.55,1.61,4.79,0
ENSMUSG00000092006_Gm17139,33.9,26.9,21.84,23.09,16.52,32.01,29.14,13.9,15.65,21.79,14.46,37.690000000000005,16.310000000000002,39.71,19.7,19.89,18.12,15.16,25.84,16.150000000000002,19.56,22.979999999999997,8.96,31.01
ENSMUSG00000092060_Bend4,0.13,0.38,0.14,0.22,0.09,0.9,0.12000000000000001,0.25,0.35,0.43000000000000005,0.29000000000000004,0,0.8,2.07,0.22,0.48000000000000004,0.63,1.22,0.02,0.25,0.7,0.26,0.52,0.7
ENSMUSG00000092071_A230065N10Rik,5.44,7.95,6.41,15.950000000000001,5.17,2.12,3.3499999999999996,11.139999999999999,7.56,11.229999999999999,9.11,7.83,5.659999999999999,11.639999999999999,3.82,7.5,12.67,12.38,5.06,8.709999999999999,14.66,9.26,4.17,4.78
ENSMUSG00000092072_Gm4540,31.21,30.19,16.01,42.3,28.7,37.05,38.57,23.66,26.51,18.68,24.02,37.43,27.93,32.68,35.02,24.38,27.259999999999998,20.650000000000002,14.82,24.79,22.19,22.759999999999998,19.97,26.52
ENSMUSG00000092074_Dynlt1a,41.71,46.220000000000006,31.84,45.17,27.02,64.2,32.82,26.459999999999997,46.290000000000006,34.74,20.52,35.49,28.150000000000002,26.93,30.51,44.65,23.07,37.220000000000006,32.92,30.2,31.57,26.43,24.84,23.97
ENSMUSG00000092083_Kcnb2,0.46,1.4,0.64,0.8400000000000001,3.38,2.9899999999999998,0.93,4.34,2.98,1.55,4.59,0.74,1.41,1.6500000000000001,1.6600000000000001,0.56,8.01,4.57,0.36,0.41000000000000003,2.08,2.4499999999999997,1.6900000000000002,0.91
ENSMUSG00000092118_Fancf,2.21,1.1400000000000001,1.33,6.17,1.8800000000000001,0.8400000000000001,1.94,3.5,1.76,6.45,0.73,5.67,8.239999999999998,2.55,0.32,2.38,1.52,5.53,6.119999999999999,14.99,5.7,4.609999999999999,0.52,2.77
ENSMUSG00000092124_B930094E09Rik,3.09,2.9499999999999997,5.13,2.63,6.79,2.3299999999999996,2.21,7.49,4.37,2.3499999999999996,1.85,0.74,4.23,1.05,2.8099999999999996,3.5,4.319999999999999,8.18,3.44,3.13,5.68,2.9699999999999998,4.609999999999999,9.48
ENSMUSG00000092190_Gm20470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,0,0,0,0,0,0,0
ENSMUSG00000092203_1110038B12Rik,47.17,34.220000000000006,64.5,67.64,54.59,26.73,37.93,43.01,58.41,45.52,46.94,50.37,35.14,70.61,62.660000000000004,35.3,52.91,29.43,42.730000000000004,59.47,34.849999999999994,28.02,29.85,49.13
ENSMUSG00000092216_Gm19345,7.470000000000001,7.21,16.310000000000002,5.71,3.3899999999999997,4.81,8.8,4.01,2.58,8.99,4.159999999999999,11.950000000000001,3.4,12.83,8.03,6.07,1.6300000000000001,7.89,8.19,10.7,7.470000000000001,5.46,0,6.6
ENSMUSG00000092241_Gm20522,0.31,0.54,2.32,0,1.92,0.53,0,1.24,1.05,1.07,0.3,2.82,1.83,1.1600000000000001,0,0.64,2.3299999999999996,3.96,2.8299999999999996,1.59,0,0.6799999999999999,3.57,1.29
ENSMUSG00000092258_Gm20444,4.92,5.46,7.51,4.6899999999999995,2.42,10.92,5.6499999999999995,1.4,9.450000000000001,5.430000000000001,6.319999999999999,4.35,14.44,7.18,4.76,5.73,0,11.350000000000001,4.6,8.219999999999999,5.6499999999999995,18.01,24.5,0
ENSMUSG00000092260_Zfp963,5.7,5.09,7.17,1.95,3,6.2700000000000005,1.98,2.46,2.01,6.42,4.9,2.74,3.32,2.9299999999999997,2.29,2.3099999999999996,0.9,8.82,1.01,0,3.4099999999999997,4.79,1.96,9.47
ENSMUSG00000092267_Gm20417,5.41,4.659999999999999,3.02,3.72,7.119999999999999,3.58,7.05,4.29,0,2.8699999999999997,3.04,4.6899999999999995,2.23,5.06,2.14,5.359999999999999,5.819999999999999,1.1,7.59,1.11,2.4,3.7,7.44,3.19
ENSMUSG00000092274_Neat1,0.74,4.22,16.18,3.12,2.13,5.53,2.11,2.96,13.19,1.81,12.57,0.2,28.150000000000002,3.04,3.9499999999999997,5.74,5.92,6.930000000000001,4.07,2.08,1.71,25.03,29.64,4.659999999999999
ENSMUSG00000092341_Malat1,8225.02,8467.230000000001,7037.28,7930.35,6135.360000000001,7145.5,4374.73,5272.57,4866.94,5150.610000000001,5429.26,11397.08,5618.820000000001,11361.93,9766.65,17444,10148.31,3676.73,8683.79,6403.2699999999995,6980.29,8462.92,12739.32,10532.91
ENSMUSG00000092354_Gm20548,0.47000000000000003,0,0,0,0.36,0,0,0,0,0,0,0.35,0,0.29000000000000004,0,0,0,0,0,0.32,0.51,0,0.45,0
ENSMUSG00000092368_A930015D03Rik,6.96,3.9,8.209999999999999,6.08,8.58,17.77,5.430000000000001,5.23,11.69,6.89,5.7,6.63,13.07,14.47,7.05,6.17,7.1899999999999995,8.02,5.31,13.17,7.58,9.53,3.03,9.19
ENSMUSG00000092371_Gm20511,0,2.3299999999999996,10.06,1.56,0,0,2.9299999999999997,0,0.76,3.17,0,9.850000000000001,1.84,0,0,20.69,0,0,2.71,0,0,1.02,0.88,0
ENSMUSG00000092381_Gm20512,5.63,8.1,5.23,5.81,6.7700000000000005,5.109999999999999,4.159999999999999,10.81,7.9,6.08,10.65,4.72,8.81,2.18,6.84,8.09,15.54,12.96,9.92,7.17,10.639999999999999,4.6499999999999995,7.67,1.91
ENSMUSG00000092384_Gm4189,11.58,10.209999999999999,1.05,7.02,4.71,1.36,14.950000000000001,7.88,0,2.9699999999999998,12.28,12.33,7,13.99,5.06,3.23,0,3.4099999999999997,0,5.09,0,7.7,3.3,0
ENSMUSG00000092386_Gm20536,17.17,4.23,9.12,10.51,4.45,5.06,6.01,6.819999999999999,10.32,8.7,10.31,2.65,8.91,3.4499999999999997,12.15,2.42,7.930000000000001,6.25,0,7.53,10.93,7.03,15.739999999999998,0
ENSMUSG00000092395_Gm20463,205.28,253.32000000000002,255.96,200.89000000000001,214.69,180.79,183.68,233.20999999999998,190.81,245.4,216.64,195.41,222.51,219.57,224.99,195.49,209.03,192.94,255.19,270.25,193.18,238.79,251.10999999999999,286.85
ENSMUSG00000092416_Zfp141,1.56,2.51,3.16,2.11,3.48,3.22,2.64,3.4099999999999997,2.56,6.39,1.28,0.47000000000000003,6.67,4.119999999999999,3.9499999999999997,7.71,4.54,1.85,2.82,0.58,0.33999999999999997,1.44,3.69,0.77
ENSMUSG00000092417_Gpank1,9.729999999999999,27.52,21.14,20.3,20.93,20.32,12.44,21.08,24.12,21.7,14.09,22.53,20.64,18.53,10.12,8.219999999999999,7.67,24.439999999999998,16.5,21.79,15.239999999999998,20.93,12.88,41.36
ENSMUSG00000092418_Gm20406,0,0,0,1.8800000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092448_Gm20387,1.45,0.63,2.5,1.12,2.4099999999999997,0.7899999999999999,3.06,0.49,0.69,0,0.49,2.13,1.09,1.05,2.38,0.11,4.94,1.5,0.9400000000000001,0,0,2.3299999999999996,0,0
ENSMUSG00000092483_Gm20421,5.6499999999999995,4.18,2.25,3.58,2.77,4.74,3.25,4.81,2.04,1.04,2.29,1.81,2.38,4.5,2.3499999999999996,2.46,6.03,1.98,2.84,2.8699999999999997,3.04,7.07,6.18,9.08
ENSMUSG00000092486_2610524H06Rik,94.63,89.36,104.07,117.53,104.88,109.42,77.94000000000001,97.07,67.49000000000001,104.57,68.48,92.49000000000001,83.09,90,83.21000000000001,142.54,92.1,116.1,83.38,92.32,89.45,63.27,71.13,71.7
ENSMUSG00000092492_B230208B08Rik,2.4899999999999998,4.29,0,0,0.9,5.13,2.03,0,0,0,0,0,0,4.659999999999999,2.4699999999999998,0,0,0,2.4899999999999998,2.55,0,0,0,0
ENSMUSG00000092536_Gm20501,44.190000000000005,28.419999999999998,38.67,32.33,21.57,32.379999999999995,30.66,40.68,14.38,27.73,29.479999999999997,34.339999999999996,25.95,36.4,34.620000000000005,39.58,19.99,31.759999999999998,13.38,40.74,23.77,17.630000000000003,12.58,40.32
ENSMUSG00000092558_Med20,18.29,18.330000000000002,9.42,8.1,22.1,26.68,16.279999999999998,25.88,22.57,16.88,23.75,6.55,16.1,20.04,22.759999999999998,15.7,15.709999999999999,23.2,9.7,29.919999999999998,19.19,28.37,18.74,1.21
ENSMUSG00000092564_BC051226,10.27,14.16,6.94,9.53,19.650000000000002,17.459999999999997,19.86,8.82,14.639999999999999,19.17,4.6,11.1,31.99,23.17,12.370000000000001,15.38,0,5.13,15.82,1.1500000000000001,6.34,3.61,20.52,6.1899999999999995
ENSMUSG00000092599_1700010K23Rik,0,0,0,0,0,0,0,0,0,0,0,4.92,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092607_Scnm1,120.23,111.36999999999999,124.22,82.92,97.36999999999999,81.97,97.49000000000001,100.38,95.54,121.47,109.36999999999999,115.94000000000001,95.67999999999999,93.19,90.96000000000001,129.17,120.01,115.55,123.4,83.72,93.36,93.46000000000001,95.04,67.48
ENSMUSG00000092609_Gm20481,11.209999999999999,8.709999999999999,5.21,3.4499999999999997,6.34,6.56,4.53,4.9,3.77,3.8899999999999997,7.41,16.19,8.370000000000001,7.31,13.1,11.89,12.59,6.109999999999999,7.33,3.4299999999999997,6.6899999999999995,13.65,16.77,5.1
ENSMUSG00000092666_Gm22408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092916_Gm24082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093006_Gm24157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093452_Zfhx2os,5.92,3.42,2.61,0.19,2.3,1.55,0.33999999999999997,0.61,2.21,2.54,1.33,1.21,3.69,3.84,2.07,1.01,3.8,2.44,1.81,1.6400000000000001,6.59,3.9899999999999998,4.5,0
ENSMUSG00000093467_Gm20659,16.67,35.96,16.39,35.47,22.66,28.73,23.32,37.77,24.330000000000002,23.72,25.479999999999997,43.190000000000005,27.650000000000002,45.6,27.150000000000002,39.21,40.309999999999995,27.57,37.97,27.45,34.949999999999996,29.16,32.53,41.36
ENSMUSG00000093511_Gm20680,0.62,2.4,0.5700000000000001,3.3099999999999996,0.24000000000000002,0.7799999999999999,0,1.23,0,0,1.46,0.35,1.51,1.1500000000000001,6.57,2.21,5.930000000000001,0,0.31,1.26,0,0,0.59,0
ENSMUSG00000093536_Smim17,4.42,1.2,4.359999999999999,4.9,1.24,0.47000000000000003,0.3,0.76,1.92,5.08,2.16,7.06,1.37,1.86,2.03,2.8899999999999997,2.4299999999999997,3.03,2.74,4.8,1.58,4.4,0.97,2.48
ENSMUSG00000093565_Rab26os,23.49,51.230000000000004,47.56,58.55,33.75,46.160000000000004,28.05,41,39.41,21.66,48.690000000000005,93.48,14.92,63.68,61.64,66.7,87.35,46.39,56.97,34.61,45.96,109.05,45.120000000000005,71.55
ENSMUSG00000093598_A730085K08Rik,2.3299999999999996,0.7,5.33,2.3499999999999996,2.23,4.25,2.08,2.92,0.8300000000000001,1.6700000000000002,2.29,4.609999999999999,1.8900000000000001,1.08,3,5.54,5.8,2.8499999999999996,2.08,3.27,4.819999999999999,2.69,0.93,2.16
ENSMUSG00000093606_B130034C11Rik,0.08,5.08,2.4899999999999998,1.06,1.6500000000000001,0.7,1.05,1.1500000000000001,1.97,1.28,0.92,2.54,1.74,5.33,2.4099999999999997,0,0.98,1.58,3.5,0.93,1.91,0.15000000000000002,1.75,0
ENSMUSG00000093661_Eif4e3,3.06,8.82,6.45,6.34,7.3,6.64,7.55,8.33,7.58,4.35,9.28,6.68,12.8,10.09,5.78,9.229999999999999,10.6,9.55,13.88,8.66,11.55,15.360000000000001,13.6,9.03
ENSMUSG00000093674_Rpl41,3177.17,2712.68,3169.38,3449.08,3565.11,3798.21,3053.3300000000004,2929.5,2830.86,2505.4,3034.06,2884.13,2035.6599999999999,2579.59,2729.19,3305.04,2478.8500000000004,2393.7799999999997,2396.2,2541.3,2210.15,2184.68,1632.92,3813.71
ENSMUSG00000093768_Gm20650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093772_4931403E22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0
ENSMUSG00000093798_Gm8355,20.3,6.96,19.32,17.08,17.37,13.5,7.05,5.48,14.739999999999998,11.34,24.18,22.41,17.610000000000003,9.729999999999999,11.48,22.99,9.81,6.95,15.18,22.330000000000002,20.89,8.12,11.81,17.830000000000002
ENSMUSG00000093803_Ppp2r3d,36.49,59.58,58.53,33.27,61.98,30.6,44.839999999999996,52.83,17.64,51.46,41.87,2.03,32.99,35.08,29.110000000000003,32.08,71.98,46.790000000000006,56.190000000000005,30.310000000000002,16.64,57.160000000000004,93.64999999999999,8.5
ENSMUSG00000093826_Gm6900,2.06,1.79,1.93,3.8899999999999997,1.45,1.7,0,3.9299999999999997,0,4.359999999999999,0,2.19,0,1.96,0,2.01,2.25,2.16,2.07,2.13,0,5.49,0,0
ENSMUSG00000093904_Tomm20,178.22,179.70999999999998,242.81,188.23,174.65,236.07,208.76,208.97,173.53,183.19,201.14,182.92000000000002,127.54,151.23999999999998,170.58,176.84,175.69,227.69,149.07,197.62,215.70999999999998,135.57,148.76999999999998,185.15
ENSMUSG00000093930_Hmgcs1,56.230000000000004,58.64,49.28,35.74,51.33,40.3,57.18,59.9,70.49000000000001,62.65,57.15,49.220000000000006,48.33,64.21000000000001,58.230000000000004,51.449999999999996,72.06,63.83,60.58,57.75,68.66,68.11999999999999,98.91000000000001,47.37
ENSMUSG00000093989_Rnasek,1347.25,1296.42,1254.45,1322.32,1445.31,1271.35,1206.21,1278.12,1451.84,1289.06,1395.5,1296.6699999999998,994.02,1313.92,1327.3899999999999,1254.59,1104.82,1041.1899999999998,1296.2,1140.1599999999999,1200.72,1210.98,1433.77,1003.15
ENSMUSG00000094002_Gm9866,33.120000000000005,42.18,36.04,28.07,39.28,60.6,41.8,49.809999999999995,30.87,49.52,36.47,32.449999999999996,34.790000000000006,26.51,37.59,44.2,52.3,39.43,38.05,35.01,42.33,28.17,26.12,50.77
ENSMUSG00000094114_Gm21967,10.7,4.109999999999999,6.73,12.5,11.370000000000001,31.6,10.860000000000001,6.109999999999999,6.73,9.81,7.2700000000000005,6.35,4.28,7.119999999999999,4.6499999999999995,4.99,18.810000000000002,13.33,7.58,2.86,11.88,4.74,10.229999999999999,14.75
ENSMUSG00000094320_Gm13202,1.52,0.8300000000000001,2.63,1.06,3.56,1.74,3.25,1.03,0,0.81,0.8300000000000001,2.71,1.79,2.48,0.8700000000000001,1.01,0,0.9,1.02,0,3.2600000000000002,0,0.8700000000000001,1.22
ENSMUSG00000094344_Gm11942,6.05,1.74,0,0,0,1.6500000000000001,0,0,0,0,1.86,2.13,0,1.9,0,0,0,0,0,0,4.56,0,0,0
ENSMUSG00000094372_Gm21839,16.62,14.34,14.05,6.430000000000001,10.82,22.37,8.67,9.6,6.35,8.1,2.8099999999999996,17.77,20.650000000000002,5.67,10.54,1.48,44.03,13.98,15.11,6.1899999999999995,13.55,8.75,25.52,23.34
ENSMUSG00000094392_Gm3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.95000000000002,0,0,0,0,0
ENSMUSG00000094441_Zfp955a,5.2700000000000005,7.619999999999999,2.09,1.46,4.81,1.8800000000000001,1.51,3.7,1.73,5.53,2.67,5.470000000000001,3.03,1.75,2.4699999999999998,5.81,4.4,6.83,0,2.74,4.21,5.3,3.4499999999999997,8.59
ENSMUSG00000094483_Purb,19.88,22.459999999999997,17.759999999999998,21,18.74,21.759999999999998,19.12,18.150000000000002,18.99,15.209999999999999,18.64,28.610000000000003,23.58,27.8,25.14,21.89,34.8,25.59,30.14,29.02,29.52,34.4,24.07,27.99
ENSMUSG00000094500_Smim18,195.75,133.63,160.17,233.15,210.41,214.91,260.3,194.56,216.57,166.20999999999998,179.05,161.46,135.60999999999999,135.9,156.63,166.55,208.05,189.86,140.63,178.78,201.75,114.89,131.15,173.93
ENSMUSG00000094626_Cecr6,8.17,12.209999999999999,10.28,7.859999999999999,6.1899999999999995,13.34,13.1,9.01,11.78,10.89,8.99,11.04,12.66,15.08,11.38,15.709999999999999,7.22,18.79,15.3,17.51,14.39,10.9,15,9.34
ENSMUSG00000094708_Gm10359,26.330000000000002,85.36,13.01,30.8,19.05,8.05,30.86,23.2,25.29,24.959999999999997,21.55,25.06,36.68,46.58,35.33,15.61,39.839999999999996,66.5,39.339999999999996,38.2,8.69,37.48,0,6.59
ENSMUSG00000094724_Rnaset2b,78.99000000000001,86.17999999999999,105.99000000000001,86.48,78.45,68.51,67.78,68.08,57.220000000000006,80.88,60.63,63.09,93.6,98.49000000000001,124.7,45.47,98.29,76.31,79.05,65.67999999999999,42.63,124.84,102.16,48.01
ENSMUSG00000094786_Gm14403,0,2.9,0.6599999999999999,1,1.72,0.27,1.1700000000000002,0.7,2.9699999999999998,0.61,3.13,2.96,2.36,0,1.09,0,0,3.2800000000000002,0.72,1.56,3.32,0.8200000000000001,0,3.4299999999999997
ENSMUSG00000094870_Zfp131,8.99,14.62,10.629999999999999,12.99,6.7700000000000005,8.9,8.89,7.51,7.38,10.02,13.19,9.12,9.34,10.68,14.719999999999999,15.15,21.79,11.9,18.150000000000002,11.53,10.5,14.75,9.42,9.82
ENSMUSG00000094910_D430019H16Rik,5.91,5.85,4.91,7.75,4.7,5.619999999999999,5.68,4.76,4.1499999999999995,7.2,4.7700000000000005,8.75,7.55,9.47,6.98,4.6499999999999995,9.03,5.72,6.359999999999999,4.930000000000001,5.05,6.95,3.96,4.73
ENSMUSG00000094936_Rbm4,21.34,24.8,20.939999999999998,14.66,34.04,48.55,38.57,29.88,27.45,25.32,28.41,13.6,25.110000000000003,29.54,31.05,16.39,35.05,23.279999999999998,25.419999999999998,22.82,15.65,30.85,33.449999999999996,20.69
ENSMUSG00000094955_Gm3699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094958_3110021N24Rik,0.71,3.07,1.04,2.9299999999999997,1.58,1.03,0.24000000000000002,0.73,1.36,0.8600000000000001,3.17,1.3900000000000001,3.9899999999999998,5.45,1.56,1.6700000000000002,3.88,0.98,3.48,1.24,2.03,0.54,1.34,2.7600000000000002
ENSMUSG00000094962_Gm21954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095041_NA,67.85,49.6,47.83,52.44,84.21000000000001,21.32,35.04,60.15,42.02,36.36,46.17,49.06,39.949999999999996,57.99,81.77,72.22,95.26,57.59,72.77,72.16999999999999,66.64,58.790000000000006,59.42,94.85
ENSMUSG00000095098_Ccdc85b,658.2900000000001,812.64,803.66,787.66,726.04,851.04,778.16,777.38,576.97,735.2700000000001,736.54,1045.71,752.7800000000001,766.7800000000001,758.48,603.64,577.2,581.15,683.15,639.6800000000001,720.2800000000001,615.31,521.47,767.24
ENSMUSG00000095123_Gm21781,0.33999999999999997,0.53,0.06,0.4,0.72,0.2,0.38,0.43000000000000005,0.6799999999999999,0.03,0.58,2.77,0.71,3.21,2.05,1.4,0.11,0.1,0.93,0.21000000000000002,0.61,0.14,1.95,2.04
ENSMUSG00000095139_Pou3f2,0.53,0.55,0.19,0.6599999999999999,0.5700000000000001,0.9400000000000001,0.35,0.74,0.33999999999999997,0.05,0.3,0.13,0.17,0.59,0.25,0.06,1.85,0.45,0.32,0.09,0,2.05,1.53,0.31
ENSMUSG00000095193_Gm20939,0.48000000000000004,1.25,1.01,1.74,0.65,0.31,0.6699999999999999,0.8600000000000001,1.62,2.96,1.94,0.8200000000000001,0.23,3.01,1.1500000000000001,0.25,4.35,0,2.07,1.47,0.38,0.52,0,0
ENSMUSG00000095253_Zfp799,11.65,5.87,4.49,1.6800000000000002,4.76,14.56,7.319999999999999,1.6400000000000001,3.88,3.9,1.37,5.64,2.09,6.99,3.8499999999999996,10.96,2.8,1.87,12.04,0.22,8.16,10.19,8.42,4.07
ENSMUSG00000095325_Zfp870,0.8,1.6800000000000002,0.6799999999999999,1.01,1.1500000000000001,1.03,1.05,1.42,0.05,1.05,1.1800000000000002,0.07,1.31,1.36,1.1300000000000001,0,1.25,0.89,0.42000000000000004,0.26,0.77,2.04,0,0.27
ENSMUSG00000095362_Gm14325,89.06,40.379999999999995,35.91,83.54,79.25,141.78,60.58,77.74000000000001,25.5,93.38,51.760000000000005,60.449999999999996,75.03,41.339999999999996,45.290000000000006,25.18,41.47,87.86,34.87,74.86,51,70.14999999999999,17.7,16.3
ENSMUSG00000095432_Zfp748,1.04,4.1499999999999995,1.1600000000000001,0.1,0.9500000000000001,5.37,3.04,4.85,1.53,4.53,2.73,3.74,8.47,5.1,2.9099999999999997,6.74,6.08,4.3,3.1,2.86,6.609999999999999,2.77,3.18,1.73
ENSMUSG00000095478_Gm9824,5.359999999999999,5.07,3.8899999999999997,6.59,3.9499999999999997,3.84,3.77,6.94,3.7800000000000002,2.96,6.54,5.33,9.17,4.46,6.76,2.3299999999999996,2.88,5.319999999999999,5.21,5.430000000000001,7.319999999999999,5.119999999999999,6.09,2.73
ENSMUSG00000095567_Noc2l,43.82,38.46,30.29,20.99,37.720000000000006,10.11,36.87,30.29,40.120000000000005,36.620000000000005,42.449999999999996,32.7,41.620000000000005,30.14,34.57,29.310000000000002,32.17,31.2,36.879999999999995,34.52,33.94,21.62,41.379999999999995,29.57
ENSMUSG00000095588_Gm12350,9.65,7.29,8.09,13.77,12.83,11.8,13.65,6.930000000000001,12.97,12.62,3.65,11.29,3.8499999999999996,2.4299999999999997,5.64,6.430000000000001,10.46,11.61,5.74,4.87,14.38,3.27,3.75,5.78
ENSMUSG00000095597_Gm6472,22.419999999999998,25.82,8.870000000000001,28.97,22.3,37.839999999999996,16.259999999999998,25.67,29.49,17.99,33.27,20.75,17.41,24.419999999999998,24.4,24.07,32.349999999999994,20.47,31.14,16.58,18.279999999999998,19.86,14.94,27.479999999999997
ENSMUSG00000095687_Rnaset2a,25.57,25.55,21.8,16.53,32.47,17.27,12.639999999999999,10.2,13.39,12,16,26.68,33.06,25.84,31.35,27.02,23.69,21.09,14.209999999999999,6,12.139999999999999,29.58,34.25,19.62
ENSMUSG00000095742_NA,65.99000000000001,57.63,61.8,6.01,45.97,70.33,56.54,35.260000000000005,73.75,21.05,6.470000000000001,73.32,34.54,77.6,23.09,46.92,55.93,40.25,29.41,22.919999999999998,33.9,36.56,91.29,26.55
ENSMUSG00000095762_Gm16378,0,0,3.9299999999999997,0,1.49,0,0,0,0,0,1.96,0,0,0,2.12,0,2.27,2.2,0,0,0,0,0,0
ENSMUSG00000095789_Nupr1l,16.810000000000002,0,8.15,17.01,22.06,15.26,5.3,7.24,9.11,2.36,27.55,11.78,18.69,7.35,3.1,7.54,15.41,1.8,11.96,9.450000000000001,5.9,10.3,4.81,2.79
